athlete,athlete_id,country_noc,sexo,sport,medal,edition
Daniel Adler,61099,BRA,Open,Sailing,Silver,1984 Summer Olympics
Peter Holmberg,62365,ISV,Open,Sailing,Silver,1988 Summer Olympics
Jan Boersma,61392,AHO,Open,Sailing,Silver,1988 Summer Olympics
Toomas Tõniste,63967,RUS,Men,Sailing,Silver,1988 Summer Olympics
Mark Reynolds,63439,USA,Open,Sailing,Silver,1988 Summer Olympics
Erik Bjørkum,61375,NOR,Open,Sailing,Silver,1988 Summer Olympics
Rex Sellers,63619,NZL,Open,Sailing,Silver,1988 Summer Olympics
Bob Billingham,61358,USA,Open,Sailing,Silver,1988 Summer Olympics
Marit Söderström,61062,SWE,Women,Sailing,Silver,1988 Summer Olympics
Brian Ledbetter,62742,USA,Men,Sailing,Silver,1992 Summer Olympics
Mike Gebhardt,62105,USA,Men,Sailing,Silver,1992 Summer Olympics
Kevin Burnham,61502,USA,Men,Sailing,Silver,1992 Summer Olympics
Natalia Vía Dufresne,61075,ESP,Women,Sailing,Silver,1992 Summer Olympics
Zhang Xiaodong,61088,CHN,Women,Sailing,Silver,1992 Summer Olympics
Jan Shearer,61047,NZL,Women,Sailing,Silver,1992 Summer Olympics
Rod Davis,61743,NZL,Open,Sailing,Silver,1992 Summer Olympics
Stephen Bourdow,61430,USA,Open,Sailing,Silver,1992 Summer Olympics
Randy Smyth,63707,USA,Open,Sailing,Silver,1992 Summer Olympics
Kevin Mahaney,62875,USA,Open,Sailing,Silver,1992 Summer Olympics
Sébastien Godefroid,62150,BEL,Men,Sailing,Silver,1996 Summer Olympics
Carlos Espínola,61945,ARG,Men,Sailing,Silver,1996 Summer Olympics
Ian Walker,64079,GBR,Men,Sailing,Silver,1996 Summer Olympics
Margriet Matthijsse,61001,NED,Women,Sailing,Silver,1996 Summer Olympics
Barbara Kendall,60979,NZL,Women,Sailing,Silver,1996 Summer Olympics
Alicia Kinoshita,60981,JPN,Women,Sailing,Silver,1996 Summer Olympics
Ben Ainslie,61109,GBR,Open,Sailing,Silver,1996 Summer Olympics
Bobby Lohse,62811,SWE,Open,Sailing,Silver,1996 Summer Olympics
Mitch Booth,61408,AUS,Open,Sailing,Silver,1996 Summer Olympics
Dmitry Shabanov,63670,RUS,Open,Sailing,Silver,1996 Summer Olympics
Luca Devoti,61833,ITA,Men,Sailing,Silver,2000 Summer Olympics
Carlos Espínola,61945,ARG,Men,Sailing,Silver,2000 Summer Olympics
Bob Merrick,92981,USA,Men,Sailing,Silver,2000 Summer Olympics
Margriet Matthijsse,61001,NED,Women,Sailing,Silver,2000 Summer Olympics
Amelie Lux,92848,GER,Women,Sailing,Silver,2000 Summer Olympics
JJ Isler,60968,USA,Women,Sailing,Silver,2000 Summer Olympics
Robert Scheidt,63567,BRA,Open,Sailing,Silver,2000 Summer Olympics
Ian Walker,64079,GBR,Open,Sailing,Silver,2000 Summer Olympics
Darren Bundock,92761,AUS,Open,Sailing,Silver,2000 Summer Olympics
Simon Hiscocks,92843,GBR,Open,Sailing,Silver,2000 Summer Olympics
Jochen Schümann,63599,GER,Open,Sailing,Silver,2000 Summer Olympics
Rafael Trujillo,92816,ESP,Men,Sailing,Silver,2004 Summer Olympics
Nikos Kaklamanakis,62550,GRE,Men,Sailing,Silver,2004 Summer Olympics
Ross MacDonald,62855,CAN,Men,Sailing,Silver,2004 Summer Olympics
Nick Rogers,92836,GBR,Men,Sailing,Silver,2004 Summer Olympics
Lenka Šmídová,92800,CZE,Women,Sailing,Silver,2004 Summer Olympics
Yin Jian,103927,CHN,Women,Sailing,Silver,2004 Summer Olympics
Natalia Vía Dufresne,61075,ESP,Women,Sailing,Silver,2004 Summer Olympics
Hanna Kalinina,103986,UKR,Women,Sailing,Silver,2004 Summer Olympics
Andreas Geritzer,92770,AUT,Open,Sailing,Silver,2004 Summer Olympics
John Lovell,62822,USA,Open,Sailing,Silver,2004 Summer Olympics
Heorhiy Leonchuk,92975,UKR,Open,Sailing,Silver,2004 Summer Olympics
Richard Johansson,87594,SWE,Men,Figure Skating,Silver,1908 Summer Olympics
Arthur Cumming,84933,GBR,Men,Figure Skating,Silver,1908 Summer Olympics
Elsa Rendschmidt,82177,GER,Women,Figure Skating,Silver,1908 Summer Olympics
James Johnson,87610,GBR,Mixed,Figure Skating,Silver,1908 Summer Olympics
Andreas Krogh,88651,NOR,Men,Figure Skating,Silver,1920 Summer Olympics
Svea Norén,81948,SWE,Women,Figure Skating,Silver,1920 Summer Olympics
Alexia Bryn,82324,NOR,Mixed,Figure Skating,Silver,1920 Summer Olympics
Willy Böckl,84539,AUT,Men,Figure Skating,Silver,1924 Winter Olympics
Beatrix Loughran,81707,USA,Women,Figure Skating,Silver,1924 Winter Olympics
Walter Jakobsson,87443,FIN,Mixed,Figure Skating,Silver,1924 Winter Olympics
Willy Böckl,84539,AUT,Men,Figure Skating,Silver,1928 Winter Olympics
Fritzi Burger,80755,AUT,Women,Figure Skating,Silver,1928 Winter Olympics
Lilly Scholz,82307,AUT,Mixed,Figure Skating,Silver,1928 Winter Olympics
Gillis Grafström,86175,SWE,Men,Figure Skating,Silver,1932 Winter Olympics
Fritzi Burger,80755,AUT,Women,Figure Skating,Silver,1932 Winter Olympics
Beatrix Loughran,81707,USA,Mixed,Figure Skating,Silver,1932 Winter Olympics
Ernst Baier,83798,GER,Men,Figure Skating,Silver,1936 Winter Olympics
Cecilia Colledge,80867,GBR,Women,Figure Skating,Silver,1936 Winter Olympics
Ilse Pausin,82044,AUT,Mixed,Figure Skating,Silver,1936 Winter Olympics
Hans Gerschwiler,86031,SUI,Men,Figure Skating,Silver,1948 Winter Olympics
Eva Pawlik,82047,AUT,Women,Figure Skating,Silver,1948 Winter Olympics
Ede Király,87973,HUN,Mixed,Figure Skating,Silver,1948 Winter Olympics
Helmut Seibt,97403,AUT,Men,Figure Skating,Silver,1952 Winter Olympics
Tenley Albright,80519,USA,Women,Figure Skating,Silver,1952 Winter Olympics
Karol Kennedy,81467,USA,Mixed,Figure Skating,Silver,1952 Winter Olympics
Ronnie Robertson,96896,USA,Men,Figure Skating,Silver,1956 Winter Olympics
Carol Heiss,81276,USA,Women,Figure Skating,Silver,1956 Winter Olympics
Frances Dafoe,80902,CAN,Mixed,Figure Skating,Silver,1956 Winter Olympics
Karol Divín,85223,TCH,Men,Figure Skating,Silver,1960 Winter Olympics
Sjoukje Dijkstra,80948,NED,Women,Figure Skating,Silver,1960 Winter Olympics
Hans-Jürgen Bäumler,84536,GER,Mixed,Figure Skating,Silver,1960 Winter Olympics
Alain Calmat,84559,FRA,Men,Figure Skating,Silver,1964 Winter Olympics
Regine Heitzer,81277,AUT,Women,Figure Skating,Silver,1964 Winter Olympics
Hans-Jürgen Bäumler,84536,GER,Mixed,Figure Skating,Silver,1964 Winter Olympics
Debbi Wilkes,83044,CAN,Mixed,Figure Skating,Silver,1964 Winter Olympics
Tim Wood,99028,USA,Men,Figure Skating,Silver,1968 Winter Olympics
Gabriele Seyfert,82359,GDR,Women,Figure Skating,Silver,1968 Winter Olympics
Aleksandr Gorelik,86145,RUS,Mixed,Figure Skating,Silver,1968 Winter Olympics
Sergey Chetverukhin,84726,RUS,Men,Figure Skating,Silver,1972 Winter Olympics
Karen Magnussen,81740,CAN,Women,Figure Skating,Silver,1972 Winter Olympics
Lyudmila Smirnova,82401,RUS,Mixed,Figure Skating,Silver,1972 Winter Olympics
Vladimir Kovalyov,88577,RUS,Men,Figure Skating,Silver,1976 Winter Olympics
Dianne de Leeuw,80925,NED,Women,Figure Skating,Silver,1976 Winter Olympics
Rolf Oesterreich,99315,GDR,Mixed,Figure Skating,Silver,1976 Winter Olympics
Andrey Minenkov,95471,RUS,Mixed,Figure Skating,Silver,1976 Winter Olympics
Jan Hoffmann,86701,GDR,Men,Figure Skating,Silver,1980 Winter Olympics
Linda Fratianne,81087,USA,Women,Figure Skating,Silver,1980 Winter Olympics
Marina Cherkasova,80823,RUS,Mixed,Figure Skating,Silver,1980 Winter Olympics
Krisztina Regőczy,82166,HUN,Mixed,Figure Skating,Silver,1980 Winter Olympics
Brian Orser,96091,CAN,Men,Figure Skating,Silver,1984 Winter Olympics
Rosalynn Sumners,82496,USA,Women,Figure Skating,Silver,1984 Winter Olympics
Kitty Carruthers,80800,USA,Mixed,Figure Skating,Silver,1984 Winter Olympics
Nataliya Bestemyanova,80650,RUS,Mixed,Figure Skating,Silver,1984 Winter Olympics
Brian Orser,96091,CAN,Men,Figure Skating,Silver,1988 Winter Olympics
Elizabeth Manley,81753,CAN,Women,Figure Skating,Silver,1988 Winter Olympics
Oleg Vasilyev,98584,RUS,Mixed,Figure Skating,Silver,1988 Winter Olympics
Marina Klimova,81517,RUS,Mixed,Figure Skating,Silver,1988 Winter Olympics
Paul Wylie,99054,USA,Men,Figure Skating,Silver,1992 Winter Olympics
Midori Ito,81373,JPN,Women,Figure Skating,Silver,1992 Winter Olympics
Denis Petrov,96383,EUN,Mixed,Figure Skating,Silver,1992 Winter Olympics
Isabelle Duchesnay,80979,FRA,Mixed,Figure Skating,Silver,1992 Winter Olympics
Elvis Stojko,97868,CAN,Men,Figure Skating,Silver,1994 Winter Olympics
Nancy Kerrigan,81471,USA,Women,Figure Skating,Silver,1994 Winter Olympics
Nataliya Mishkutyonok,81846,RUS,Mixed,Figure Skating,Silver,1994 Winter Olympics
Aleksandr Zhulin,99225,RUS,Mixed,Figure Skating,Silver,1994 Winter Olympics
Elvis Stojko,97868,CAN,Men,Figure Skating,Silver,1998 Winter Olympics
Michelle Kwan,100123,USA,Women,Figure Skating,Silver,1998 Winter Olympics
Anton Sikharulidze,100187,RUS,Mixed,Figure Skating,Silver,1998 Winter Olympics
Oleg Ovsyannikov,100158,RUS,Mixed,Figure Skating,Silver,1998 Winter Olympics
Yevgeny Plyushchenko,101967,RUS,Men,Figure Skating,Silver,2002 Winter Olympics
Irina Slutskaya,100125,RUS,Women,Figure Skating,Silver,2002 Winter Olympics
Ilya Averbukh,100162,RUS,Mixed,Figure Skating,Silver,2002 Winter Olympics
Stéphane Lambiel,101974,SUI,Men,Figure Skating,Silver,2006 Winter Olympics
Sasha Cohen,101843,USA,Women,Figure Skating,Silver,2006 Winter Olympics
Zhang Hao,101236,CHN,Mixed,Figure Skating,Silver,2006 Winter Olympics
Tanith Belbin,111072,USA,Mixed,Figure Skating,Silver,2006 Winter Olympics
Eric Hänni,33850,SUI,Men,Judo,Silver,1964 Summer Olympics
Wolfgang Hofmann,33835,GER,Men,Judo,Silver,1964 Summer Olympics
Doug Rogers,34292,CAN,Men,Judo,Silver,1964 Summer Olympics
Akio Kaminaga,33894,JPN,Men,Judo,Silver,1964 Summer Olympics
Antoni Zajkowski,34565,POL,Men,Judo,Silver,1972 Summer Olympics
Oh Seung-Rip,34177,KOR,Men,Judo,Silver,1972 Summer Olympics
David Starbrook,34404,GBR,Men,Judo,Silver,1972 Summer Olympics
Klaus Glahn,33776,FRG,Men,Judo,Silver,1972 Summer Olympics
Vitaly Kuznetsov,33966,RUS,Men,Judo,Silver,1972 Summer Olympics
Jang Eun-Gyeong,33569,KOR,Men,Judo,Silver,1976 Summer Olympics
Koji Kuramoto,33961,JPN,Men,Judo,Silver,1976 Summer Olympics
Valery Dvoynikov,33686,RUS,Men,Judo,Silver,1976 Summer Olympics
Ramaz Kharshiladze,33900,RUS,Men,Judo,Silver,1976 Summer Olympics
Günther Neureuther,34142,FRG,Men,Judo,Silver,1976 Summer Olympics
Keith Remfry,34275,GBR,Men,Judo,Silver,1976 Summer Olympics
José Rodríguez,34290,CUB,Men,Judo,Silver,1980 Summer Olympics
Tsendiin Damdin,33632,MGL,Men,Judo,Silver,1980 Summer Olympics
Neil Adams,33376,GBR,Men,Judo,Silver,1980 Summer Olympics
Juan Ferrer,33732,CUB,Men,Judo,Silver,1980 Summer Olympics
Isaac Azcuy,33439,CUB,Men,Judo,Silver,1980 Summer Olympics
Tengiz Khubuluri,33959,RUS,Men,Judo,Silver,1980 Summer Olympics
Dimitar Zapryanov,34566,BUL,Men,Judo,Silver,1980 Summer Olympics
Angelo Parisi,34206,FRA,Men,Judo,Silver,1980 Summer Olympics
Kim Jae-Yeop,33915,KOR,Men,Judo,Silver,1984 Summer Olympics
Hwang Jeong-Oh,33847,KOR,Men,Judo,Silver,1984 Summer Olympics
Ezio Gamba,33753,ITA,Men,Judo,Silver,1984 Summer Olympics
Neil Adams,33376,GBR,Men,Judo,Silver,1984 Summer Olympics
Bob Berland,33481,USA,Men,Judo,Silver,1984 Summer Olympics
Douglas Vieira,34505,BRA,Men,Judo,Silver,1984 Summer Olympics
Angelo Parisi,34206,FRA,Men,Judo,Silver,1984 Summer Olympics
Mohamed Ali Rashwan,34262,EGY,Men,Judo,Silver,1984 Summer Olympics
Kevin Asano,33431,USA,Men,Judo,Silver,1988 Summer Olympics
Janusz Pawłowski,34213,POL,Men,Judo,Silver,1988 Summer Olympics
Sven Loll,34014,GDR,Men,Judo,Silver,1988 Summer Olympics
Frank Wieneke,34532,FRG,Men,Judo,Silver,1988 Summer Olympics
Vladimir Shestakov,34374,RUS,Men,Judo,Silver,1988 Summer Olympics
Marc Meiling,34067,FRG,Men,Judo,Silver,1988 Summer Olympics
Henry Stöhr,34414,GDR,Men,Judo,Silver,1988 Summer Olympics
Yun Hyeon,34556,KOR,Men,Judo,Silver,1992 Summer Olympics
József Csák,33621,HUN,Men,Judo,Silver,1992 Summer Olympics
Bertalan Hajtós,33813,HUN,Men,Judo,Silver,1992 Summer Olympics
Jason Morris,34096,USA,Men,Judo,Silver,1992 Summer Olympics
Pascal Tayot,34446,FRA,Men,Judo,Silver,1992 Summer Olympics
Ray Stevens,34407,GBR,Men,Judo,Silver,1992 Summer Olympics
Naoya Ogawa,34176,JPN,Men,Judo,Silver,1992 Summer Olympics
Ryoko Tamura,33327,JPN,Women,Judo,Silver,1992 Summer Olympics
Noriko Mizoguchi,33259,JPN,Women,Judo,Silver,1992 Summer Olympics
Nicola Fairbrother,33164,GBR,Women,Judo,Silver,1992 Summer Olympics
Yael Arad,33109,ISR,Women,Judo,Silver,1992 Summer Olympics
Emanuela Pierantozzi,33283,ITA,Women,Judo,Silver,1992 Summer Olympics
Yoko Tanabe,33328,JPN,Women,Judo,Silver,1992 Summer Olympics
Estela Rodríguez,33295,CUB,Women,Judo,Silver,1992 Summer Olympics
Girolamo Giovinazzo,33774,ITA,Men,Judo,Silver,1996 Summer Olympics
Yukimasa Nakamura,34123,JPN,Men,Judo,Silver,1996 Summer Olympics
Gwak Dae-Seong,33968,KOR,Men,Judo,Silver,1996 Summer Olympics
Toshihiko Koga,33938,JPN,Men,Judo,Silver,1996 Summer Olympics
Armen Bagdasarov,33443,UZB,Men,Judo,Silver,1996 Summer Olympics
Kim Min-Su,33920,KOR,Men,Judo,Silver,1996 Summer Olympics
Ernesto Pérez,34222,ESP,Men,Judo,Silver,1996 Summer Olympics
Ryoko Tamura,33327,JPN,Women,Judo,Silver,1996 Summer Olympics
Hyeon Suk-Hui,33201,KOR,Women,Judo,Silver,1996 Summer Olympics
Jeong Seon-Yong,33144,KOR,Women,Judo,Silver,1996 Summer Olympics
Gella Vandecaveye,33338,BEL,Women,Judo,Silver,1996 Summer Olympics
Aneta Szczepańska,33326,POL,Women,Judo,Silver,1996 Summer Olympics
Yoko Tanabe,33328,JPN,Women,Judo,Silver,1996 Summer Olympics
Estela Rodríguez,33295,CUB,Women,Judo,Silver,1996 Summer Olympics
Jeong Bu-Gyeong,92360,KOR,Men,Judo,Silver,2000 Summer Olympics
Larbi Benboudaoud,33473,FRA,Men,Judo,Silver,2000 Summer Olympics
Tiago Camilo,92234,BRA,Men,Judo,Silver,2000 Summer Olympics
Jo In-Cheol,33589,KOR,Men,Judo,Silver,2000 Summer Olympics
Carlos Honorato,92237,BRA,Men,Judo,Silver,2000 Summer Olympics
Nicolas Gill,33772,CAN,Men,Judo,Silver,2000 Summer Olympics
Shinichi Shinohara,92343,JPN,Men,Judo,Silver,2000 Summer Olympics
Lyubov Bruletova,92406,RUS,Women,Judo,Silver,2000 Summer Olympics
Noriko Sugawara-Narazaki,33321,JPN,Women,Judo,Silver,2000 Summer Olympics
Driulis González,33180,CUB,Women,Judo,Silver,2000 Summer Olympics
Li Shufang,92252,CHN,Women,Judo,Silver,2000 Summer Olympics
Kate Howey,33198,GBR,Women,Judo,Silver,2000 Summer Olympics
Céline Lebrun,92299,FRA,Women,Judo,Silver,2000 Summer Olympics
Daima Beltrán,92270,CUB,Women,Judo,Silver,2000 Summer Olympics
Nest'or Khergiani,92314,GEO,Men,Judo,Silver,2004 Summer Olympics
DoDo Krnáč,106673,SVK,Men,Judo,Silver,2004 Summer Olympics
Vitaly Makarov,92408,RUS,Men,Judo,Silver,2004 Summer Olympics
Roman Hontiuk,106715,UKR,Men,Judo,Silver,2004 Summer Olympics
Hiroshi Izumi,106738,JPN,Men,Judo,Silver,2004 Summer Olympics
Jang Seong-Ho,92359,KOR,Men,Judo,Silver,2004 Summer Olympics
Tamerlan Tmenov,92414,RUS,Men,Judo,Silver,2004 Summer Olympics
Frédérique Jossinet,106378,FRA,Women,Judo,Silver,2004 Summer Olympics
Yuki Yokosawa,106394,JPN,Women,Judo,Silver,2004 Summer Olympics
Kye Sun-Hui,33228,PRK,Women,Judo,Silver,2004 Summer Olympics
Claudia Heill,106424,AUT,Women,Judo,Silver,2004 Summer Olympics
Edith Bosch,92381,NED,Women,Judo,Silver,2004 Summer Olympics
Liu Xia,106452,CHN,Women,Judo,Silver,2004 Summer Olympics
Daima Beltrán,92270,CUB,Women,Judo,Silver,2004 Summer Olympics
Gerry Geran,86012,USA,Men,Ice Hockey,Silver,1920 Summer Olympics
Justin McCarthy,95289,USA,Men,Ice Hockey,Silver,1924 Winter Olympics
Kurt Sucksdorff,97940,SWE,Men,Ice Hockey,Silver,1928 Winter Olympics
Joe Fitzgerald,85738,USA,Men,Ice Hockey,Silver,1932 Winter Olympics
Alex Sinclair,97563,CAN,Men,Ice Hockey,Silver,1936 Winter Olympics
Přemysl Hajný,86384,TCH,Men,Ice Hockey,Silver,1948 Winter Olympics
Jim Sedin,97395,USA,Men,Ice Hockey,Silver,1952 Winter Olympics
Ken Purpur,96643,USA,Men,Ice Hockey,Silver,1956 Winter Olympics
Ken Laufman,89456,CAN,Men,Ice Hockey,Silver,1960 Winter Olympics
Ulf Sterner,97833,SWE,Men,Ice Hockey,Silver,1964 Winter Olympics
